,quantity,unit_price,discount_percent,shipping_cost,Year,rating,customer_segment_Gold,customer_segment_Premium,product_name_External HDD,product_name_Gaming Chair,product_name_Headphones,product_name_Keyboard,product_name_Laptop,product_name_Monitor,product_name_Mouse,product_name_Phone Stand,product_name_Power Bank,product_name_Printer,product_name_Router,product_name_Smart Watch,product_name_Speakers,product_name_Tablet,subtotal,discount_amount,Revenue
4924,10,3303.86,0.16,58.41,2023,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33038.6,5286.1759999999995,27810.834
4925,1,9072.94,0.39,61.11,2024,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9072.94,3538.4466,5595.6034
4926,10,215.91,0.33,78.07,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2159.1,712.503,1524.6669999999997
4928,7,3110.79,0.07,50.77,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21775.53,1524.2871,20302.012899999998
4929,7,869.78,0.226172997290527,35.12,2023,3.78987608752966,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6088.46,1377.045247083482,4746.534752916518
4930,4,2773.34,0.06,58.61,2024,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11093.36,665.6016,10486.368400000001
4931,7,4219.92,0.32,75.81,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29539.440000000002,9452.6208,20162.629200000003
4932,2,6261.13,0.02,42.09,2023,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12522.26,250.4452,12313.9048
4933,1,8948.68,0.2,28.96,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8948.68,1789.736,7187.904
4934,2,24267.79,0.09,62.59,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48535.58,4368.2022,44229.9678
4935,7,808.8,0.28,60.8,2023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5661.599999999999,1585.248,4137.151999999999
4936,8,13179.65,0.22,16.16,2024,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105437.2,23196.184,82257.176
4940,4,28129.82,0.14,86.9,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,112519.28,15752.699200000001,96853.48079999999
4941,8,3920.67,0.31,62.27,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31365.36,9723.2616,21704.368400000003
4942,2,6669.57,0.27,92.76,2024,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13339.14,3601.5678000000003,9830.332199999999
4944,3,2206.0,0.38,21.59,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6618.0,2514.84,4124.75
4946,7,3472.59,0.226172997290527,46.24,2024,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24308.13,5497.842620627778,18856.527379372226
4947,10,11319.54,0.2,49.58,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,113195.40000000001,22639.08,90605.90000000001
4948,1,2678.37,0.17,39.95,2023,3.78987608752966,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2678.37,455.3229,2262.9970999999996
4949,10,2274.93,0.25,15.78,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22749.3,5687.325,17077.754999999997
4950,4,914.82,0.04,22.49,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3659.28,146.37120000000002,3535.3988
4951,3,744.09,0.08,44.62,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2232.27,178.5816,2098.3084
4952,2,2155.73,0.12,29.97,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4311.46,517.3752,3824.0548
4953,2,5791.49,0.27,89.75,2024,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11582.98,3127.4046000000003,8545.3254
4954,1,27398.2,0.226172997290527,87.04,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27398.2,6196.733014365317,21288.506985634685
4955,1,15281.63,0.09,2.84,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15281.63,1375.3466999999998,13909.1233
4956,1,2629.2,0.38,2.83,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2629.2,999.0959999999999,1632.9339999999997
4957,2,16798.85,0.38,32.48,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33597.7,12767.125999999998,20863.054
4958,1,6402.1,0.01,54.76,2024,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6402.1,64.021,6392.839000000001
4959,1,3607.88,0.2,4.67,2023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3607.88,721.576,2890.974
4960,2,905.08,0.16,26.5,2023,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.16,289.6256,1547.0344
4961,4,13613.24,0.04,46.26,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54452.96,2178.1184,52321.1016
4962,2,14290.8,0.35,47.74,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28581.6,10003.56,18625.780000000002
4963,1,4034.87,0.33,15.06,2023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4034.87,1331.5071,2718.4229
4964,1,3003.28,0.13,33.24,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3003.28,390.42640000000006,2646.0936
4965,3,6652.25,0.11,41.98,2023,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19956.75,2195.2425,17803.4875
4967,9,2067.79,0.24,45.95,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18610.11,4466.4264,14189.633600000001
4968,8,11341.71,0.16,2.01,2023,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90733.68,14517.388799999999,76218.30119999999
4969,9,851.28,0.07,31.91,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7661.5199999999995,536.3064,7157.123599999999
4970,9,47271.23,0.21,4.87,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425441.07,89342.6247,336103.3153
4973,1,2389.18,0.38,40.06,2024,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2389.18,907.8883999999999,1521.3516
4974,10,2280.3,0.32,19.5,2024,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22803.0,7296.96,15525.54
4975,1,8897.03,0.11,26.02,2024,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8897.03,978.6733,7944.376700000001
4977,4,3952.7,0.31,52.24,2024,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15810.8,4901.348,10961.692
4978,4,1971.54,0.33,78.01,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7886.16,2602.4328,5361.7372
4979,5,47538.9,0.06,93.21,2023,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237694.5,14261.67,223526.03999999998
4980,1,3724.83,0.3,98.13,2023,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3724.83,1117.4489999999998,2705.5110000000004
4982,8,8441.75,0.21,68.51,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67534.0,14182.14,53420.37
4983,1,12309.62,0.12,44.68,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12309.62,1477.1544000000001,10877.145600000002
4985,5,23176.98,0.02,45.97,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115884.9,2317.698,113613.17199999999
4986,8,24882.47,0.19,31.46,2023,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,199059.76,37821.354400000004,161269.8656
4987,8,3486.37,0.01,15.95,2023,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27890.96,278.9096,27628.0004
4988,8,5454.6,0.09,95.29,2023,3.78987608752966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43636.8,3927.312,39804.778000000006
4989,1,210.24,0.25,41.45,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.24,52.56,199.13
4990,1,2458.03,0.07,15.43,2023,3.78987608752966,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2458.03,172.06210000000004,2301.3979
4991,6,12469.69,0.35,1.54,2023,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74818.14,26186.349,48633.331
4992,2,4081.77,0.14,79.65,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8163.54,1142.8956,7100.2944
4993,4,2916.13,0.31,9.89,2024,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11664.52,3616.0012,8058.4088
4994,5,6528.28,0.03,17.02,2024,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32641.399999999998,979.2419999999998,31679.178
4995,2,9447.351521955212,0.4,13.37,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18894.703043910424,7557.88121756417,11350.191826346256
4997,3,2901.89,0.28,28.21,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8705.67,2437.5876000000003,6296.292399999999
4998,9,46926.58,0.27,36.11,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422339.22000000003,114031.58940000001,308343.7406
4999,9,24201.88,0.12,65.38,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,217816.92,26138.0304,191744.26960000003
5001,3,2752.11,0.21,35.55,2023,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8256.33,1733.8292999999999,6558.050700000001
5003,9,5944.37,0.3,12.25,2023,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53499.33,16049.798999999999,37461.781
5004,7,5752.41,0.25,65.98,2024,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40266.869999999995,10066.717499999999,30266.132499999996
5005,1,5354.36,0.14,23.84,2024,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5354.36,749.6104,4628.589599999999
5006,9,714.6,0.1,63.48,2024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6431.400000000001,643.1400000000001,5851.74
5008,10,739.57,0.38,45.81,2024,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7395.700000000001,2810.3660000000004,4631.144000000001
5010,1,10832.97,0.38,25.74,2023,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10832.97,4116.5286,6742.1813999999995
5011,1,7800.12,0.17,4.89,2024,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7800.12,1326.0204,6478.9896
5012,10,1792.02,0.1,34.29,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17920.2,1792.0200000000002,16162.470000000001
5013,1,3113.32,0.26,19.98,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3113.32,809.4632,2323.8368
5014,10,15346.65,0.27,29.52,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153466.5,41435.955,112060.065
5015,7,57894.15,0.16,56.84,2023,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405259.05,64841.448,340474.44200000004
5016,8,3222.89,0.09,69.14,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25783.12,2320.4808,23531.779199999997
5017,1,11851.96,0.36,27.43,2024,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11851.96,4266.705599999999,7612.6844
5018,1,5296.59,0.36,58.19,2023,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5296.59,1906.7724,3448.0076000000004
5019,1,2254.59,0.36,78.33,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2254.59,811.6524000000001,1521.2676000000001
5020,9,16818.8,0.24,49.16,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151369.19999999998,36328.60799999999,115089.752
5021,2,812.42,0.32,55.63,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.84,519.9488,1160.5212000000001
5023,5,861.29,0.05,80.48,2024,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4306.45,215.3225,4171.607499999999
5026,6,28422.41,0.13,55.63,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170534.46,22169.4798,148420.6102
5027,9,227.76,0.38,59.29,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2049.84,778.9392,1330.1908
5028,1,814.74,0.17,34.22,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.74,138.50580000000002,710.4542
5030,8,1735.48,0.22,62.79,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13883.84,3054.4448,10892.1852
5031,1,856.82,0.38,89.91,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,856.82,325.5916,621.1383999999999
5032,1,16526.05,0.28,22.69,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16526.05,4627.294,11921.446
5033,4,221.76,0.23,62.06,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887.04,204.0192,745.0808
5034,6,4213.59,0.22,87.18,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25281.54,5561.9388,19806.7812
5035,1,28421.05,0.37,70.16,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28421.05,10515.788499999999,17975.4215
5038,10,3539.45,0.12,90.11,2023,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35394.5,4247.34,31237.27
5039,6,23044.69,0.29,15.08,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,138268.13999999998,40097.760599999994,98185.45939999999
5040,1,15499.7,0.29,84.92,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15499.7,4494.913,11089.707
5043,7,3070.24,0.226172997290527,26.87,2024,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21491.68,4860.837682408874,16657.712317591126
5045,6,56708.28,0.226172997290527,15.01,2024,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340249.68,76955.28995274268,263309.4000472573
5046,2,2621.68,0.32,90.54,2024,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5243.36,1677.8752,3656.0247999999997
5048,7,1846.61,0.34,58.8,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12926.269999999999,4394.9318,8590.138199999998
5049,1,3404.41,0.09,52.54,2024,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3404.41,306.39689999999996,3150.5531
5050,7,13194.04,0.29,29.41,2024,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92358.28,26783.901199999997,65603.78880000001
5051,1,841.79,0.37,3.45,2024,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,841.79,311.46229999999997,533.7777000000001
5052,5,13121.73,0.39,32.07,2024,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65608.65,25587.373499999998,40053.34649999999
5053,6,919.84,0.17,14.24,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5519.04,938.2368,4595.0432
5055,1,7622.88,0.31,34.04,2024,3.78987608752966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7622.88,2363.0928,5293.827200000001
5056,4,27677.67,0.01,74.5,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110710.68,1107.1068,109678.0732
5057,2,692.61,0.29,64.61,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385.22,401.7138,1048.1162
5059,5,10391.06,0.23,42.98,2024,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51955.299999999996,11949.719,40048.561
5060,2,2574.83,0.05,37.66,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5149.66,257.483,4929.8369999999995
5061,4,9447.351521955212,0.14,67.36,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37789.40608782085,5290.516852294919,32566.24923552593
5062,9,3532.07,0.17,49.39952138694063,2024,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31788.63,5404.0671,26433.962421386943
5063,8,696.76,0.01,58.22,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5574.08,55.7408,5576.559200000001
5064,10,28503.65,0.21,19.62,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,285036.5,59857.665,225198.455
5065,1,8673.85,0.38,15.72,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8673.85,3296.063,5393.5070000000005
5066,1,3695.49,0.16,56.92,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3695.49,591.2784,3161.1315999999997
5067,2,9164.76,0.08,93.46,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18329.52,1466.3616,16956.6184
5070,9,177.56,0.11,20.67,2024,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598.04,175.7844,1442.9256
5071,5,16242.33,0.13,28.03,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81211.65,10557.5145,70682.16549999999
5072,9,12168.43,0.31,84.49,2024,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109515.87,33949.9197,75650.4403
5073,4,2184.42,0.18,6.07,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8737.68,1572.7824,7170.9676
5074,1,13386.36,0.24,17.33,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13386.36,3212.7264,10190.963600000001
5078,4,25018.59,0.4,49.39952138694063,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100074.36,40029.744000000006,60094.01552138694
5081,2,196.71,0.21,85.85,2024,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.42,82.6182,396.6518
5082,1,2352.9,0.04,0.14,2023,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2352.9,94.116,2258.924
5085,5,3369.54,0.15,94.62,2023,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16847.7,2527.155,14415.165
5086,9,5603.79,0.04,70.1,2023,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50434.11,2017.3644000000002,48486.8456
5087,10,3582.32,0.226172997290527,94.99,2023,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35823.200000000004,8102.240516538008,27815.949483461998
5088,7,818.2,0.17,26.71,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5727.400000000001,973.6580000000001,4780.452
